Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terrorcotta (Circular) South
chiselsandbits:block_bit:0, Chiseled Bit - Terrorcotta (Diagonal)
chiselsandbits:block_bit:0, Chiseled Bit - tile.twilightforest.StonePillar.name Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Twilight Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Canopy Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Planks
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Transwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Grout
chiselsandbits:block_bit:0, Chiseled Bit - Green Slimy Mud
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slimy Mud
chiselsandbits:block_bit:0, Chiseled Bit - Graveyard Soil
chiselsandbits:block_bit:0, Chiseled Bit - Consecrated Soil
chiselsandbits:block_bit:0, Chiseled Bit - Slimy Magma Mud
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Bloodblock
chiselsandbits:block_bit:0, Chiseled Bit - Congealed Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ardite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lavawood
chiselsandbits:block_bit:0, Chiseled Bit - Firewood
chiselsandbits:block_bit:0, Chiseled Bit - Mud Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ardite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manyullyn
chiselsandbits:block_bit:0, Chiseled Bit - Block of Knightslime
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pigiron
chiselsandbits:block_bit:0, Chiseled Bit - Silky Block of Jewel
chiselsandbits:block_bit:0, Chiseled Bit - Green Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Blue Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Purple Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Magma Slimy Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dried Clay
chiselsandbits:block_bit:0, Chiseled Bit - Dried Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Brownstone
chiselsandbits:block_bit:0, Chiseled Bit - Rough Brownstone
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Paver
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Fancy Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Square Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Road
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Creeperface
chiselsandbits:block_bit:0, Chiseled Bit - Triangle Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Brownstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Brownstone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Block
chiselsandbits:block_bit:0, Chiseled Bit - Ash
chiselsandbits:block_bit:0, Chiseled Bit - Frozen Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Frozen Splinters
chiselsandbits:block_bit:0, Chiseled Bit - Dragon Ice
chiselsandbits:block_bit:0, Chiseled Bit - Dragon Nest
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragon Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragon Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragon Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragon Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragon Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragon Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragon Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragon Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dragon Bones Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Desert Myrmex Resin
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Myrmex Resin
chiselsandbits:block_bit:0, Chiseled Bit - Sticky Desert Myrmex Resin
chiselsandbits:block_bit:0, Chiseled Bit - Sticky Jungle Myrmex Resin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fire Dragonsteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ice Dragonsteel
chiselsandbits:block_bit:0, Chiseled Bit - Dreadstone
chiselsandbits:block_bit:0, Chiseled Bit - Dreadstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Dreadstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Dreadstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Dreadstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dreadstone Tile
chiselsandbits:block_bit:0, Chiseled Bit - Dreadstone Chiseled Skull South
chiselsandbits:block_bit:0, Chiseled Bit - Dreadwood Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dreadwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dreadwood Keyhole
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sea Serpent Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sea Serpent Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sea Serpent Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sea Serpent Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sea Serpent Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sea Serpent Scales
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sea Serpent Scales
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Block East
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block East
chiselsandbits:block_bit:0, Chiseled Bit - Refined Obsidian East
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block East
chiselsandbits:block_bit:0, Chiseled Bit - Refined Glowstone East
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Teleporter Frame East
chiselsandbits:block_bit:0, Chiseled Bit - Steel Casing East
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Tank East
chiselsandbits:block_bit:0, Chiseled Bit - Structural Glass East
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Valve East
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block East
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block East
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Controller East
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Valve East
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - Salt Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Boss Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Ender Dragon Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Stone
chiselsandbits:block_bit:0, Chiseled Bit - Painted Acacia Wood
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - tile.structurize.blockSolidSubstitution.name
chiselsandbits:block_bit:0, Chiseled Bit - Placeholderblock
chiselsandbits:block_bit:0, Chiseled Bit - Cactus Plank
chiselsandbits:block_bit:0, Chiseled Bit - Oak Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - BarracksTower Placeholder North
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.destroy.name
chiselsandbits:block_bit:0, Chiseled Bit - Blueprint (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - Template (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.paper.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.leather.name
chiselsandbits:block_bit:0, Chiseled Bit - Laser (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - Nether Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gold Ore
